,pdbid,1
1283,2ay3,3.55
1284,2cle,3.55
1285,2clf,3.55
1286,2clm,3.55
1287,2hwg,3.55
1288,2n7b,3.55
1289,2qwc,3.55
1290,2xah,3.55
1291,3pjg,3.55
1292,3qvu,3.55
1293,4aji,3.55
1294,4k3m,3.55
1295,4mjr,3.55
1296,4n98,3.55
1297,4nym,3.55
1298,5av0,3.55
1299,5btx,3.55
1300,5dts,3.55
1301,5dva,3.55
1302,5fpk,3.55
1303,5l8t,3.55
1304,5vkm,3.55
1305,6fn9,3.55
1306,2hrm,3.56
1307,2lsp,3.56
1308,2ycm,3.56
1309,4joe,3.56
1310,6ccl,3.56
1311,1h46,3.57
1312,1jwm,3.57
1313,1np0,3.57
1314,2l1r,3.57
1315,2rly,3.57
1316,3ej5,3.57
1317,3ff3,3.57
1318,4abg,3.57
1319,4ck3,3.57
1320,4ibb,3.57
1321,4q8x,3.57
1322,4xm7,3.57
1323,5a7b,3.57
1324,5csh,3.57
1325,5enf,3.57
1326,5jz9,3.57
1327,1vjc,3.58
1328,3dx1,3.58
1329,4g19,3.58
1330,4y63,3.58
1331,5q1g,3.58
1332,5ual,3.58
1333,6gjm,3.58
1334,1gww,3.59
1335,1nli,3.59
1336,2gsu,3.59
1337,2nn8,3.59
1338,2pgj,3.59
1339,2pgl,3.59
1340,3sl1,3.59
1341,3x1k,3.59
1342,4cd6,3.59
1343,4cjq,3.59
1344,4k3r,3.59
1345,4q7v,3.59
1346,5mxf,3.59
1347,6egs,3.59
1348,1bo5,3.6
1349,1d1p,3.6
1350,1d7i,3.6
1351,1qw7,3.6
1352,1uys,3.6
1353,1w31,3.6
1354,1zd4,3.6
1355,2bgr,3.6
1356,2fzk,3.6
1357,2oq6,3.6
1358,2q6h,3.6
1359,2qch,3.6
1360,2qpu,3.6
1361,2wp1,3.6
1362,2xdk,3.6
1363,2y68,3.6
1364,3afk,3.6
1365,3b3x,3.6
1366,3bb1,3.6
1367,3g0i,3.6
1368,3jdw,3.6
1369,3kn0,3.6
1370,3m3o,3.6
1371,3pke,3.6
1372,3t2p,3.6
1373,4b3b,3.6
1374,4c1y,3.6
1375,4meo,3.6
1376,4meq,3.6
1377,5dqf,3.6
1378,5lvr,3.6
1379,5qac,3.6
1380,5ujv,3.6
1381,5y97,3.6
1382,6gx3,3.6
1383,8gpb,3.6
1384,1g9s,3.61
1385,2kff,3.61
1386,2l98,3.61
1387,2vfz,3.61
1388,3ftu,3.61
1389,3jzj,3.61
1390,3sk2,3.61
1391,4a4c,3.61
1392,4ln2,3.61
1393,4qp1,3.61
1394,5c91,3.61
1395,5lud,3.61
1396,5oqu,3.61
1397,5thi,3.61
1398,6beb,3.61
1399,1pb9,3.62
1400,3pcc,3.62
1401,3st6,3.62
1402,3udj,3.62
1403,4bkt,3.62
1404,4fxj,3.62
1405,4nrc,3.62
1406,4rrf,3.62
1407,4wy3,3.62
1408,4yym,3.62
1409,5qae,3.62
1410,5qao,3.62
1411,3fuj,3.63
1412,3jpx,3.63
1413,3rxm,3.63
1414,4mm7,3.63
1415,5dqe,3.63
1416,5ork,3.63
1417,1gyy,3.64
1418,1j5i,3.64
1419,2azr,3.64
1420,2pem,3.64
1421,2qwg,3.64
1422,2rk8,3.64
1423,3px8,3.64
1424,4bdi,3.64
1425,4gui,3.64
1426,4iuo,3.64
1427,5hog,3.64
1428,5qa9,3.64
1429,6ccs,3.64
1430,6g28,3.64
1431,1b9v,3.65
1432,3vws,3.65
1433,4agl,3.65
1434,4y4v,3.65
1435,5aqk,3.65
1436,5o1s,3.65
1437,5qab,3.65
1438,6gg5,3.65
1439,1l6y,3.66
1440,2qv7,3.66
1441,2rny,3.66
1442,2v00,3.66
1443,3buh,3.66
1444,3ex6,3.66
1445,3iny,3.66
1446,3oy8,3.66
1447,3pcn,3.66
1448,3t2q,3.66
1449,3tsd,3.66
1450,4aia,3.66
1451,4fl2,3.66
1452,5b6c,3.66
1453,5ggn,3.66
1454,5kh7,3.66
1455,5m17,3.66
1456,5nzn,3.66
1457,5qak,3.66
1458,2bve,3.67
1459,3fts,3.67
1460,3h2m,3.67
1461,3h2n,3.67
1462,4cig,3.67
1463,4ibd,3.67
1464,4lnp,3.67
1465,4mww,3.67
1466,4n99,3.67
1467,5er5,3.67
1468,5fog,3.67
1469,5fol,3.67
1470,5vdq,3.67
1471,6fzu,3.67
1472,1c3x,3.68
1473,1qsc,3.68
1474,2x6x,3.68
1475,2za3,3.68
1476,3ioc,3.68
1477,3isj,3.68
1478,3uwl,3.68
1479,4aje,3.68
1480,4io7,3.68
1481,4isu,3.68
1482,4mx1,3.68
1483,4oru,3.68
1484,5f3t,3.68
1485,5wxo,3.68
1486,6cfc,3.68
1487,1l2z,3.69
1488,2a8g,3.69
1489,3clp,3.69
1490,3d7b,3.69
1491,4gwi,3.69
1492,4ovg,3.69
1493,4tte,3.69
1494,5ai0,3.69
1495,5dkn,3.69
1496,5os7,3.69
1497,6fdu,3.69
1498,6gg4,3.69
1499,6gmd,3.69
1500,1bcj,3.7
1501,1e37,3.7
1502,1fwu,3.7
1503,1gz3,3.7
1504,1gz4,3.7
1505,1h0r,3.7
1506,1i43,3.7
1507,1loq,3.7
1508,1pdz,3.7
1509,1uy6,3.7
1510,1uy7,3.7
1511,1uyd,3.7
1512,1uye,3.7
1513,1w70,3.7
1514,1wht,3.7
1515,2bjm,3.7
1516,2bmz,3.7
1517,2bvr,3.7
1518,2fx6,3.7
1519,3ex2,3.7
1520,3ful,3.7
1521,3kd7,3.7
1522,3l59,3.7
1523,3mrt,3.7
1524,3n7a,3.7
1525,3zlw,3.7
1526,4ayt,3.7
1527,4ayx,3.7
1528,4b2d,3.7
1529,4kza,3.7
1530,4l7h,3.7
1531,4l7j,3.7
1532,4o4k,3.7
1533,4pji,3.7
1534,5c6o,3.7
1535,5c6p,3.7
1536,5c87,3.7
1537,5dy7,3.7
1538,5dya,3.7
1539,5em3,3.7
1540,5eva,3.7
1541,5ewd,3.7
1542,5g43,3.7
1543,5hn0,3.7
1544,5j41,3.7
1545,5jer,3.7
1546,5qag,3.7
1547,5vdu,3.7
1548,5vdv,3.7
1549,5vdw,3.7
1550,6chm,3.7
1551,6gjj,3.7
1552,2vfk,3.71
1553,3fj7,3.71
1554,3g32,3.71
1555,3wkc,3.71
1556,4k5m,3.71
1557,4mjq,3.71
1558,1ai5,3.72
1559,1fwv,3.72
1560,1grp,3.72
1561,1ugy,3.72
1562,2am4,3.72
1563,2h9p,3.72
1564,2r23,3.72
1565,2yde,3.72
1566,3f5l,3.72
1567,3ms2,3.72
1568,3q6z,3.72
1569,4jog,3.72
1570,4tk1,3.72
1571,4tk2,3.72
1572,4tln,3.72
1573,4ufm,3.72
1574,5enh,3.72
1575,5qas,3.72
1576,1b2m,3.73
1577,2adj,3.73
1578,2vta,3.73
1579,3ati,3.73
1580,3fjg,3.73
1581,3h91,3.73
1582,3rxd,3.73
1583,4fz3,3.73
1584,4y5s,3.73
1585,6g46,3.73
1586,1f5k,3.74
1587,1ihy,3.74
1588,1oh4,3.74
1589,2dwx,3.74
1590,2wq5,3.74
1591,2xp4,3.74
1592,3kpv,3.74
1593,3mrv,3.74
1594,3v30,3.74
1595,4bv2,3.74
1596,4pre,3.74
1597,4yk0,3.74
1598,4yux,3.74
1599,5a7c,3.74
1600,5khj,3.74
1601,6cef,3.74
1602,6gjr,3.74
1603,6gxu,3.74
1604,2iyf,3.75
1605,2pyi,3.75
1606,3d6p,3.75
1607,3gep,3.75
1608,4kov,3.75
1609,5l4h,3.75
1610,5ldo,3.75
1611,2x09,3.76
1612,3d6q,3.76
1613,4c6x,3.76
1614,4tu4,3.76
1615,4w52,3.76
1616,5jid,3.76
1617,5qa6,3.76
1618,5x9h,3.76
1619,6bhh,3.76
1620,1kui,3.77
1621,1mpl,3.77
1622,2uuo,3.77
1623,2v2h,3.77
1624,2xaj,3.77
1625,2y9g,3.77
1626,3ao2,3.77
1627,3fum,3.77
1628,3hav,3.77
1629,3kqm,3.77
1630,3nuu,3.77
1631,3s0j,3.77
1632,3vi2,3.77
1633,3wkd,3.77
1634,4j86,3.77
1635,4k8o,3.77
1636,4q46,3.77
1637,4w5a,3.77
1638,5ewh,3.77
1639,5h7h,3.77
1640,5orr,3.77
1641,5qa4,3.77
1642,5qa8,3.77
1643,5qad,3.77
1644,5qar,3.77
1645,5v8o,3.77
1646,6fuh,3.77
1647,3nq3,3.78
1648,3qi3,3.78
1649,4dhm,3.78
1650,4klv,3.78
1651,4tnw,3.78
1652,5aqf,3.78
1653,6g0v,3.78
1654,1wbv,3.79
1655,2clk,3.79
1656,2xtk,3.79
1657,4xqb,3.79
1658,5etf,3.79
1659,5mos,3.79
1660,6g2a,3.79
1661,1kug,3.8
1662,1li6,3.8
1663,1nje,3.8
1664,1ybo,3.8
1665,2ggd,3.8
1666,2hb1,3.8
1667,3as3,3.8
1668,3nfk,3.8
1669,3q2m,3.8
1670,3t09,3.8
1671,3vv6,3.8
1672,3zlx,3.8
1673,4ajl,3.8
1674,4odk,3.8
1675,4umr,3.8
1676,4yb7,3.8
1677,5aib,3.8
1678,5ech,3.8
1679,5eci,3.8
1680,5h1t,3.8
1681,5lg3,3.8
1682,5qax,3.8
1683,5qb0,3.8
1684,5uf0,3.8
1685,6bnh,3.8
1686,1mxl,3.81
1687,2hu6,3.81
1688,2jup,3.81
1689,2o9a,3.81
1690,2ou7,3.81
1691,3ai8,3.81
1692,3lce,3.81
1693,4q9s,3.81
1694,5wbf,3.81
1695,1hn4,3.82
1696,2gfj,3.82
1697,3g2h,3.82
1698,3sgt,3.82
1699,3tiz,3.82
1700,3ud5,3.82
1701,4aba,3.82
1702,4bks,3.82
1703,4egi,3.82
1704,4fl3,3.82
1705,4keq,3.82
1706,4mmm,3.82
1707,4y2t,3.82
1708,5d7e,3.82
1709,5qai,3.82
1710,5vfm,3.82
1711,1r0x,3.83
1712,1r10,3.83
1713,1yhm,3.83
1714,2osf,3.83
1715,4ozo,3.83
1716,6f5w,3.83
1717,1bky,3.84
1718,1j15,3.84
1719,1j16,3.84
1720,1utj,3.84
1721,2k4i,3.84
1722,3ck8,3.84
1723,3lzz,3.84
1724,3ril,3.84
1725,4bt9,3.84
1726,4ce2,3.84
1727,4d9p,3.84
1728,4kv9,3.84
1729,5acw,3.84
1730,5mnn,3.84
1731,5mno,3.84
1732,5mo2,3.84
1733,5qah,3.84
1734,6eks,3.84
1735,1n1t,3.85
1736,1n1v,3.85
1737,1sre,3.85
1738,1vcu,3.85
1739,2ncz,3.85
1740,2vhq,3.85
1741,2wzs,3.85
1742,2yb0,3.85
1743,3kqo,3.85
1744,3mv0,3.85
1745,3wq5,3.85
1746,4ivk,3.85
1747,4kiu,3.85
1748,5btv,3.85
1749,5dhp,3.85
1750,5qat,3.85
1751,5tha,3.85
1752,5wkh,3.85
1753,6czd,3.85
1754,3lbz,3.86
1755,3rtx,3.86
1756,3spf,3.86
1757,4bnt,3.86
1758,4i9u,3.86
1759,5dtq,3.86
1760,5g4m,3.86
1761,5ldm,3.86
1762,5oh9,3.86
1763,5wxg,3.86
1764,5ylj,3.86
1765,6gjl,3.86
1766,1aj7,3.87
1767,1v16,3.87
1768,2f6y,3.87
1769,2y55,3.87
1770,3g2l,3.87
1771,3h03,3.87
1772,3npa,3.87
1773,3w5n,3.87
1774,3wjw,3.87
1775,4ab8,3.87
1776,4ijl,3.87
1777,4nbk,3.87
1778,5iyv,3.87
1779,5oh3,3.87
1780,5wkf,3.87
1781,6b7f,3.87
1782,6gji,3.87
1783,3dda,3.88
1784,3si4,3.88
1785,4mjp,3.88
1786,4prb,3.88
1787,5afk,3.88
1788,5eqe,3.88
1789,5lm4,3.88
1790,5mk1,3.88
1791,1m0q,3.89
1792,1pts,3.89
1793,1xfv,3.89
1794,2ctc,3.89
1795,2x85,3.89
1796,2xiz,3.89
1797,3iae,3.89
1798,3obx,3.89
1799,3src,3.89
1800,3ti1,3.89
1801,3u4i,3.89
1802,3umo,3.89
1803,4aj4,3.89
1804,4dgb,3.89
1805,4dhn,3.89
1806,4lqy,3.89
1807,4nl1,3.89
1808,4ufk,3.89
1809,5etu,3.89
1810,5iu6,3.89
1811,5kde,3.89
1812,1avn,3.9
1813,1exw,3.9
1814,1slg,3.9
1815,2gvv,3.9
1816,2qw1,3.9
1817,2rkm,3.9
1818,2vhj,3.9
1819,2vuk,3.9
1820,2wor,3.9
1821,2wos,3.9
1822,2xel,3.9
1823,2xpc,3.9
1824,3wk7,3.9
1825,3zj8,3.9
1826,3zvw,3.9
1827,4k5n,3.9
1828,4kqq,3.9
1829,4kqr,3.9
1830,4men,3.9
1831,4n9c,3.9
1832,4qgi,3.9
1833,5ai8,3.9
1834,5lzj,3.9
1835,5mli,3.9
1836,5nzm,3.9
1837,9icd,3.9
1838,1kuk,3.91
1839,2oei,3.91
1840,2vte,3.91
1841,3l5b,3.91
1842,5b1s,3.91
1843,5qaa,3.91
1844,6min,3.91
1845,1ahx,3.92
1846,1pr5,3.92
1847,2l8r,3.92
1848,2vth,3.92
1849,2yim,3.92
1850,3ap4,3.92
1851,3fgc,3.92
1852,3gk4,3.92
1853,3twp,3.92
1854,3uih,3.92
1855,3zhf,3.92
1856,4i2w,3.92
1857,4pd7,3.92
1858,5axi,3.92
1859,5hn7,3.92
1860,5t1i,3.92
1861,1h5v,3.93
1862,2a5b,3.93
1863,2cbz,3.93
1864,3jvk,3.93
1865,3qi4,3.93
1866,4dho,3.93
1867,6g9i,3.93
1868,1v1m,3.94
1869,1z3t,3.94
1870,2h9n,3.94
1871,2v3d,3.94
1872,3bwk,3.94
1873,3pp7,3.94
1874,3t0m,3.94
1875,4fcm,3.94
1876,4hv3,3.94
1877,4k3q,3.94
1878,4kva,3.94
1879,4rgd,3.94
1880,5lws,3.94
1881,5o1g,3.94
1882,2lo6,3.95
1883,2xvn,3.95
1884,3c0z,3.95
1885,3fsj,3.95
1886,3kze,3.95
1887,4bi6,3.95
1888,5f5b,3.95
1889,5fou,3.95
1890,5izc,3.95
1891,5m5d,3.95
1892,5o1c,3.95
1893,6cbg,3.95
1894,6fdq,3.95
1895,1mrs,3.96
1896,1x9d,3.96
1897,2ad5,3.96
1898,2fpz,3.96
1899,2kvm,3.96
1900,2l1b,3.96
1901,2odd,3.96
1902,2vi5,3.96
1903,2wec,3.96
1904,3c39,3.96
1905,3gt9,3.96
1906,3h2a,3.96
1907,3uxg,3.96
1908,4ac3,3.96
1909,4ce3,3.96
1910,4gqr,3.96
1911,4joj,3.96
1912,4yyn,3.96
1913,4zmf,3.96
1914,5c3k,3.96
1915,5ofx,3.96
1916,5qa7,3.96
1917,5qan,3.96
1918,5yvt,3.96
1919,6fgf,3.96
1920,1ai6,3.97
1921,1l5q,3.97
1922,2flh,3.97
1923,3fu6,3.97
1924,4aa2,3.97
1925,4agn,3.97
1926,4ibg,3.97
1927,4twy,3.97
1928,1v11,3.98
1929,2l7u,3.98
1930,2uup,3.98
1931,3b3c,3.98
1932,4agm,3.98
1933,4k5o,3.98
1934,5c7f,3.98
1935,5c85,3.98
1936,5f2w,3.98
1937,5jdc,3.98
1938,5jek,3.98
1939,5os8,3.98
1940,5yj8,3.98
1941,6bef,3.98
1942,6fx1,3.98
1943,1ax2,3.99
1944,1rpf,3.99
1945,2g8r,3.99
1946,2q8y,3.99
1947,3chg,3.99
1948,4edu,3.99
1949,4i7l,3.99
1950,4u2y,3.99
1951,4w53,3.99
1952,5jim,3.99
1953,5t70,3.99
1954,1a7c,4.0
1955,1a86,4.0
1956,1e5j,4.0
1957,1fhr,4.0
1958,1gfz,4.0
1959,1j4k,4.0
1960,1jyi,4.0
1961,1kqb,4.0
1962,1lgw,4.0
1963,1mx1,4.0
1964,1nu3,4.0
1965,1s9v,4.0
1966,1tlo,4.0
1967,1tni,4.0
1968,1utt,4.0
1969,1wc1,4.0
1970,1wc6,4.0
1971,1z3c,4.0
1972,2bow,4.0
1973,2brp,4.0
1974,2buv,4.0
1975,2c8y,4.0
1976,2j9l,4.0
1977,2ja3,4.0
1978,2kfx,4.0
1979,2kp8,4.0
1980,2ohr,4.0
1981,2ot1,4.0
1982,2qcg,4.0
1983,2qrl,4.0
1984,2rin,4.0
1985,2whp,4.0
1986,3a1c,4.0
1987,3c4e,4.0
1988,3fck,4.0
1989,3ijh,4.0
1990,3qzt,4.0
1991,3r9h,4.0
1992,3r9o,4.0
1993,3rpr,4.0
1994,3rzb,4.0
1995,3tvl,4.0
1996,3vd9,4.0
1997,4ai8,4.0
1998,4ayw,4.0
1999,4bcw,4.0
2000,4cfu,4.0
2001,4gjb,4.0
2002,4gxs,4.0
2003,4iz0,4.0
2004,4l7g,4.0
2005,4p6c,4.0
2006,4tuh,4.0
2007,4ucd,4.0
2008,4umb,4.0
2009,4usj,4.0
2010,4wym,4.0
2011,4ylu,4.0
2012,5a5p,4.0
2013,5akk,4.0
2014,5bvk,4.0
2015,5f04,4.0
2016,5f0c,4.0
2017,5f27,4.0
2018,5fpp,4.0
2019,5g4n,4.0
2020,5h1v,4.0
2021,5j6s,4.0
2022,5jao,4.0
2023,5jv2,4.0
2024,5kql,4.0
2025,5mgk,4.0
2026,5npc,4.0
2027,5npe,4.0
2028,5qam,4.0
2029,5qap,4.0
2030,5wcm,4.0
2031,6axq,4.0
2032,6cvd,4.0
2033,1b42,4.01
2034,1c5z,4.01
2035,1v2w,4.01
2036,2aoi,4.01
2037,2vtl,4.01
2038,2xz5,4.01
2039,3fzn,4.01
2040,3kqw,4.01
2041,3s3k,4.01
2042,4eym,4.01
2043,5auz,4.01
2044,5hlb,4.01
2045,5hn8,4.01
2046,5tg5,4.01
2047,5wf7,4.01
2048,5xof,4.01
2049,6bec,4.01
2050,6fam,4.01
2051,2wvz,4.02
2052,3as1,4.02
2053,3ddb,4.02
2054,3np7,4.02
2055,3po1,4.02
2056,3ztd,4.02
2057,4k8a,4.02
2058,5e3d,4.02
2059,5glu,4.02
2060,5thn,4.02
2061,5u5k,4.02
2062,5vsj,4.02
2063,6bgg,4.02
2064,1mv0,4.03
2065,2ohp,4.03
2066,2q8m,4.03
2067,2qrm,4.03
2068,2rm0,4.03
2069,2w0z,4.03
2070,2x96,4.03
2071,3bxh,4.03
2072,3mt7,4.03
2073,3nq9,4.03
2074,3ueo,4.03
2075,4bi2,4.03
2076,4kab,4.03
2077,4msn,4.03
2078,4pri,4.03
2079,4wmv,4.03
2080,5e2l,4.03
2081,5fow,4.03
2082,5hng,4.03
2083,5nzf,4.03
2084,5oui,4.03
2085,5w4s,4.03
2086,5xo2,4.03
2087,5yqn,4.03
2088,6cze,4.03
2089,6ex0,4.03
2090,6fns,4.03
2091,1hi5,4.04
2092,1l7x,4.04
2093,1li2,4.04
2094,2c02,4.04
2095,4nmp,4.04
2096,4ps0,4.04
2097,4y2v,4.04
2098,5epr,4.04
2099,6at0,4.04
2100,1awi,4.05
2101,1pwy,4.05
2102,1r4w,4.05
2103,1toi,4.05
2104,1tuf,4.05
2105,2rk7,4.05
2106,2w66,4.05
2107,3ck7,4.05
2108,3d9n,4.05
2109,3fjz,4.05
2110,3isw,4.05
2111,3n8k,4.05
2112,3qx9,4.05
2113,3thd,4.05
2114,4xm6,4.05
2115,4y32,4.05
2116,5gof,4.05
2117,5mk3,4.05
2118,5mob,4.05
2119,5vdp,4.05
2120,2clh,4.06
2121,2clo,4.06
2122,2loz,4.06
2123,3h2f,4.06
2124,3m3c,4.06
2125,4b85,4.06
2126,4fem,4.06
2127,5h9s,4.06
2128,5mge,4.06
2129,5om2,4.06
2130,5or9,4.06
2131,5x4o,4.06
2132,8a3h,4.06
2133,1at6,4.07
2134,1gj4,4.07
2135,1hyo,4.07
2136,1wax,4.07
2137,2v2v,4.07
2138,2va5,4.07
2139,2vtd,4.07
2140,2wgi,4.07
2141,2x5o,4.07
2142,3avb,4.07
2143,3mag,4.07
2144,3mct,4.07
2145,4bdb,4.07
2146,4eft,4.07
2147,4jok,4.07
2148,4xmr,4.07
2149,5mpz,4.07
2150,5ot9,4.07
2151,6agg,4.07
2152,6dai,4.07
2153,1lb6,4.08
2154,1n2v,4.08
2155,1y2g,4.08
2156,1yci,4.08
2157,2auc,4.08
2158,2d06,4.08
2159,2kmx,4.08
2160,2rke,4.08
2161,2z1w,4.08
2162,3f8w,4.08
2163,3kwa,4.08
2164,3r42,4.08
2165,3rxo,4.08
2166,4xdo,4.08
2167,5a5z,4.08
2168,5ksu,4.08
2169,1ai7,4.09
2170,1jn2,4.09
2171,1o0n,4.09
2172,1y2b,4.09
2173,2lk1,4.09
2174,2v88,4.09
2175,3chc,4.09
2176,3g2n,4.09
2177,3rmf,4.09
2178,4b9z,4.09
2179,4bdf,4.09
2180,4c1h,4.09
2181,4fxp,4.09
2182,4mji,4.09
2183,4p72,4.09
2184,4qkd,4.09
2185,5var,4.09
2186,6beh,4.09
2187,1c5t,4.1
2188,1gwm,4.1
2189,1lxf,4.1
2190,1odj,4.1
2191,1rry,4.1
2192,1rzx,4.1
2193,2bvs,4.1
2194,2f18,4.1
2195,2qiq,4.1
2196,2qju,4.1
2197,2uw3,4.1
2198,2xuc,4.1
2199,3b78,4.1
2200,3ewz,4.1
2201,3gk1,4.1
2202,3iod,4.1
2203,4c66,4.1
2204,4cr9,4.1
2205,4do3,4.1
2206,4k6t,4.1
2207,4p75,4.1
2208,4uyd,4.1
2209,5cc2,4.1
2210,5hv1,4.1
2211,5kat,4.1
2212,5om3,4.1
2213,5t7s,4.1
2214,5w7x,4.1
2215,6c98,4.1
2216,6f6d,4.1
2217,1d6s,4.11
2218,1p19,4.11
2219,1z3v,4.11
2220,2c1n,4.11
2221,2exm,4.11
2222,2o9k,4.11
2223,2uw8,4.11
2224,3d6o,4.11
2225,3l5d,4.11
2226,3ncr,4.11
2227,3oyw,4.11
2228,3v4t,4.11
2229,4bdh,4.11
2230,4ih5,4.11
2231,4lh6,4.11
2232,5dnu,4.11
2233,5e6o,4.11
2234,5fnc,4.11
2235,5kam,4.11
2236,5mtv,4.11
2237,5v8h,4.11
2238,1bsk,4.12
2239,1e55,4.12
2240,1i33,4.12
2241,1uy8,4.12
2242,3a1d,4.12
2243,3fu5,4.12
2244,3ivc,4.12
2245,3ivq,4.12
2246,3mam,4.12
2247,3mkn,4.12
2248,3th0,4.12
2249,4aa1,4.12
2250,4bdg,4.12
2251,4de2,4.12
2252,4kxb,4.12
2253,4mi3,4.12
2254,4qfn,4.12
2255,4whq,4.12
2256,4whr,4.12
2257,4whs,4.12
2258,4zow,4.12
2259,5o5h,4.12
2260,6cvv,4.12
2261,6g92,4.12
2262,1v2q,4.13
2263,3ozt,4.13
2264,3qto,4.13
2265,4hxj,4.13
2266,4ovf,4.13
2267,4yc0,4.13
2268,1gny,4.14
2269,3adu,4.14
2270,3sna,4.14
2271,3t4n,4.14
2272,3tvx,4.14
2273,4cc3,4.14
2274,4i7m,4.14
2275,4ibi,4.14
2276,4k6u,4.14
2277,4trw,4.14
2278,5dq8,4.14
2279,5fpi,4.14
2280,5lvq,4.14
2281,6cct,4.14
2282,1m2x,4.15
2283,1om9,4.15
2284,1q91,4.15
2285,2alv,4.15
2286,2mc1,4.15
2287,2toh,4.15
2288,2v2q,4.15
2289,2vt3,4.15
2290,2xg9,4.15
2291,3a9i,4.15
2292,3axk,4.15
2293,3c8e,4.15
2294,3d51,4.15
2295,3dz2,4.15
2296,3m56,4.15
2297,3q8h,4.15
2298,3r9d,4.15
2299,3sur,4.15
2300,3sus,4.15
2301,3wk9,4.15
2302,4abh,4.15
2303,4cr5,4.15
2304,4esi,4.15
2305,4ibe,4.15
2306,4kz4,4.15
2307,4o45,4.15
2308,4ok3,4.15
2309,5aan,4.15
2310,5afm,4.15
2311,5njx,4.15
2312,5ow1,4.15
2313,5qau,4.15
2314,5qav,4.15
2315,5qb2,4.15
2316,6h0b,4.15
2317,3d3x,4.16
2318,3qzv,4.16
2319,3si3,4.16
2320,4bi1,4.16
2321,4jkw,4.16
2322,4klb,4.16
2323,5epp,4.16
2324,5fyx,4.16
2325,5ito,4.16
2326,5t8q,4.16
2327,6f55,4.16
2328,1mns,4.17
2329,1v2s,4.17
2330,2pl9,4.17
2331,2vxj,4.17
2332,3d9l,4.17
2333,3qfd,4.17
2334,4azt,4.17
2335,4b9w,4.17
2336,4jof,4.17
2337,4nzb,4.17
2338,4oma,4.17
2339,4q1s,4.17
2340,4w54,4.17
2341,5bw4,4.17
2342,5f41,4.17
2343,5ldk,4.17
2344,5ldp,4.17
2345,5wa1,4.17
2346,5x4n,4.17
2347,6c28,4.17
2348,1o9e,4.18
2349,2lh8,4.18
2350,2qfu,4.18
2351,3avl,4.18
2352,3q2j,4.18
2353,5m1z,4.18
2354,5o0b,4.18
2355,5op8,4.18
2356,5vgy,4.18
2357,5yyz,4.18
2358,6euz,4.18
2359,6f8g,4.18
2360,1at5,4.19
2361,1hi3,4.19
2362,1k3t,4.19
2363,2lya,4.19
2364,2pmc,4.19
2365,2wl4,4.19
2366,3ayd,4.19
2367,3b3w,4.19
2368,3cft,4.19
2369,3cr5,4.19
2370,3ds4,4.19
2371,3ee2,4.19
2372,3f3a,4.19
2373,3my5,4.19
2374,3nok,4.19
2375,3srb,4.19
2376,3sv2,4.19
2377,4j8g,4.19
2378,4n9a,4.19
2379,4nra,4.19
2380,4q83,4.19
2381,4yyi,4.19
2382,5mih,4.19
2383,6b0y,4.19
2384,6cee,4.19
2385,1c5y,4.2
2386,1c87,4.2
2387,1ghw,4.2
2388,1n3z,4.2
2389,2r2b,4.2
2390,2x4s,4.2
2391,3b8h,4.2
2392,3djp,4.2
2393,3hqh,4.2
2394,3qx5,4.2
2395,3rg2,4.2
2396,4tww,4.2
2397,4wbo,4.2
2398,4x1p,4.2
2399,5dp4,4.2
2400,5fcz,4.2
2401,5fdd,4.2
2402,5mrh,4.2
2403,5ofi,4.2
2404,5ofu,4.2
2405,5ot8,4.2
2406,1odi,4.21
2407,1qk4,4.21
2408,1ulg,4.21
2409,1yon,4.21
2410,2j83,4.21
2411,2qmj,4.21
2412,3sov,4.21
2413,3uec,4.21
2414,3wkb,4.21
2415,4bqs,4.21
2416,4pda,4.21
2417,4tw6,4.21
2418,4u6w,4.21
2419,4ucs,4.21
2420,5jcb,4.21
2421,5n20,4.21
2422,5n99,4.21
2423,5t6z,4.21
2424,5ti0,4.21
2425,5wbo,4.21
2426,1aze,4.22
2427,1gx0,4.22
2428,1joj,4.22
2429,1kv5,4.22
2430,1pzi,4.22
2431,1t5f,4.22
2432,1ua4,4.22
2433,2imb,4.22
2434,2kzu,4.22
2435,2l65,4.22
2436,2ltw,4.22
2437,2w6o,4.22
2438,3f80,4.22
2439,3kyq,4.22
2440,4asy,4.22
2441,4gny,4.22
2442,4k63,4.22
2443,4mo4,4.22
2444,4oak,4.22
2445,4own,4.22
2446,4yy6,4.22
2447,4zh4,4.22
2448,5kh3,4.22
2449,5niy,4.22
2450,5tig,4.22
2451,6bmr,4.22
2452,6gxa,4.22
2453,1prl,4.23
2454,1prm,4.23
2455,2jke,4.23
2456,2jkp,4.23
2457,2ndf,4.23
2458,3nii,4.23
2459,3zqe,4.23
2460,4bi0,4.23
2461,4qfp,4.23
2462,4x3h,4.23
2463,5ak4,4.23
2464,5fnr,4.23
2465,5hna,4.23
2466,5kap,4.23
2467,5umw,4.23
2468,2bes,4.24
2469,2ksp,4.24
2470,2x52,4.24
2471,3ayc,4.24
2472,3cj3,4.24
2473,3h78,4.24
2474,3uwk,4.24
2475,4f8h,4.24
2476,4fpk,4.24
2477,5ajc,4.24
2478,5csp,4.24
2479,5cu2,4.24
2480,5e13,4.24
2481,5f8y,4.24
2482,5npf,4.24
2483,5o0s,4.24
